Student,Question,Response,Score,Submit,Start,Revisions,Time
Student 11,5,option_1,1,04:14:20,"[""01-02-2023 04:00:02"", ""01-02-2023 04:08:05"", ""01-02-2023 04:14:19""]","[[""option_1"", ""01-02-2023 04:00:16""], [""option_1"", ""01-02-2023 04:08:18""], [""option_1"", ""01-02-2023 04:14:20""]]",27
Student 11,6,option_2,1,04:14:21,"[""01-02-2023 04:00:16"", ""01-02-2023 04:08:18"", ""01-02-2023 04:14:20""]","[[""option_2"", ""01-02-2023 04:00:33""], [""option_2"", ""01-02-2023 04:14:21""]]",29
Student 11,7,option_3,1,04:14:23,"[""01-02-2023 04:00:33"", ""01-02-2023 04:08:29"", ""01-02-2023 04:14:21""]","[[""option_3"", ""01-02-2023 04:01:21""], [""option_3"", ""01-02-2023 04:14:23""]]",53
Student 11,8,option_1,1,04:14:24,"[""01-02-2023 04:01:21"", ""01-02-2023 04:08:35"", ""01-02-2023 04:14:23""]","[[""option_1"", ""01-02-2023 04:01:46""], [""option_1"", ""01-02-2023 04:14:24""]]",34
Student 11,9,option_1,1,04:14:25,"[""01-02-2023 04:01:46"", ""01-02-2023 04:08:44"", ""01-02-2023 04:14:24""]","[[""option_1"", ""01-02-2023 04:02:06""], [""option_1"", ""01-02-2023 04:14:25""]]",24
Student 11,10,option_3,1,04:14:26,"[""01-02-2023 04:02:06"", ""01-02-2023 04:08:48"", ""01-02-2023 04:14:25""]","[[""option_3"", ""01-02-2023 04:02:27""], [""option_3"", ""01-02-2023 04:14:26""]]",71
Student 11,11,option_3,1,04:15:10,"[""01-02-2023 04:02:27"", ""01-02-2023 04:09:38"", ""01-02-2023 04:14:27"", ""01-02-2023 04:15:09""]","[[""option_3"", ""01-02-2023 04:02:39""], [""option_3"", ""01-02-2023 04:10:37""], [""option_3"", ""01-02-2023 04:14:28""], [""option_3"", ""01-02-2023 04:15:10""]]",70
Student 11,12,option_4,1,04:15:11,"[""01-02-2023 04:02:39"", ""01-02-2023 04:10:37"", ""01-02-2023 04:14:28"", ""01-02-2023 04:15:10""]","[[""option_4"", ""01-02-2023 04:02:54""], [""option_4"", ""01-02-2023 04:10:53""], [""option_4"", ""01-02-2023 04:14:33""], [""option_4"", ""01-02-2023 04:15:11""], [""option_4"", ""01-02-2023 04:15:11""]]",35
Student 11,15,option_2,1,04:15:13,"[""01-02-2023 04:03:18"", ""01-02-2023 04:12:24"", ""01-02-2023 04:14:42"", ""01-02-2023 04:15:12""]","[[""option_2"", ""01-02-2023 04:03:33""], [""option_2"", ""01-02-2023 04:12:34""], [""option_2"", ""01-02-2023 04:14:43""], [""option_2"", ""01-02-2023 04:15:13""]]",25
Student 11,16,option_3,1,04:15:14,"[""01-02-2023 04:03:33"", ""01-02-2023 04:12:34"", ""01-02-2023 04:14:43"", ""01-02-2023 04:15:13""]","[[""option_3"", ""01-02-2023 04:03:50""], [""option_3"", ""01-02-2023 04:12:38""], [""option_3"", ""01-02-2023 04:14:50""], [""option_3"", ""01-02-2023 04:15:13""], [""option_3"", ""01-02-2023 04:15:14""]]",27
Student 11,17,option_2,0,04:15:16,"[""01-02-2023 04:03:50"", ""01-02-2023 04:12:38"", ""01-02-2023 04:14:50"", ""01-02-2023 04:15:13""]","[[""option_2"", ""01-02-2023 04:04:38""], [""option_2"", ""01-02-2023 04:12:44""], [""option_2"", ""01-02-2023 04:14:52""], [""option_2"", ""01-02-2023 04:15:16""]]",57
Student 11,18,option_3,1,04:15:18,"[""01-02-2023 04:04:38"", ""01-02-2023 04:12:44"", ""01-02-2023 04:13:56"", ""01-02-2023 04:14:52"", ""01-02-2023 04:15:16""]","[[""option_3"", ""01-02-2023 04:05:18""], [""option_3"", ""01-02-2023 04:13:33""], [""option_1"", ""01-02-2023 04:14:00""], [""option_1"", ""01-02-2023 04:14:53""], [""option_3"", ""01-02-2023 04:15:18""]]",94
Student 11,19,option_3,1,04:15:27,"[""01-02-2023 04:05:18"", ""01-02-2023 04:13:33"", ""01-02-2023 04:14:00"", ""01-02-2023 04:14:53"", ""01-02-2023 04:15:18""]","[[""option_3"", ""01-02-2023 04:06:09""], [""option_3"", ""01-02-2023 04:14:05""], [""option_3"", ""01-02-2023 04:14:55""], [""option_3"", ""01-02-2023 04:15:27""]]",88
Student 11,20,option_3,1,04:14:10,"[""01-02-2023 04:06:09"", ""01-02-2023 04:14:05"", ""01-02-2023 04:14:55"", ""01-02-2023 04:15:27""]","[[""option_3"", ""01-02-2023 04:06:38""], [""option_3"", ""01-02-2023 04:14:10""]]",80
Student 11,2,option_2,1,04:14:16,"[""01-02-2023 03:59:24"", ""01-02-2023 04:07:36"", ""01-02-2023 04:14:13"", ""01-02-2023 04:14:15""]","[[""option_2"", ""01-02-2023 04:07:38""], [""option_2"", ""01-02-2023 04:14:16""]]",16
Student 11,13,option_2,1,04:15:11,"[""01-02-2023 04:02:54"", ""01-02-2023 04:10:53"", ""01-02-2023 04:14:33"", ""01-02-2023 04:15:11""]","[[""option_2"", ""01-02-2023 04:12:06""], [""option_2"", ""01-02-2023 04:14:37""], [""option_2"", ""01-02-2023 04:15:11""]]",90
Student 11,14,option_3,1,04:15:12,"[""01-02-2023 04:03:08"", ""01-02-2023 04:12:07"", ""01-02-2023 04:14:38"", ""01-02-2023 04:15:11""]","[[""option_3"", ""01-02-2023 04:12:24""], [""option_3"", ""01-02-2023 04:14:42""], [""option_3"", ""01-02-2023 04:15:12""], [""option_3"", ""01-02-2023 04:15:12""]]",30
Student 12,1,option_1,1,03:59:01,"[""01-02-2023 03:58:37"", ""01-02-2023 04:15:38""]","[[""option_1"", ""01-02-2023 03:59:01""]]",28
Student 12,2,option_3,0,03:59:34,"[""01-02-2023 03:59:01"", ""01-02-2023 04:15:41"", ""01-02-2023 04:20:45""]","[[""option_3"", ""01-02-2023 03:59:34""]]",40
Student 12,3,option_1,1,04:00:23,"[""01-02-2023 03:59:34"", ""01-02-2023 04:02:04"", ""01-02-2023 04:15:46""]","[[""option_1"", ""01-02-2023 04:00:23""]]",56
Student 12,4,option_3,0,04:00:40,"[""01-02-2023 04:00:23"", ""01-02-2023 04:02:07"", ""01-02-2023 04:15:52""]","[[""option_3"", ""01-02-2023 04:00:40""]]",27
Student 12,5,option_3,0,04:03:47,"[""01-02-2023 04:00:40"", ""01-02-2023 04:02:12"", ""01-02-2023 04:15:58""]","[[""option_3"", ""01-02-2023 04:03:47""]]",188
Student 12,6,option_2,1,04:04:06,"[""01-02-2023 04:03:47"", ""01-02-2023 04:16:10""]","[[""option_2"", ""01-02-2023 04:04:06""]]",29
Student 12,7,option_2,0,04:04:38,"[""01-02-2023 04:04:06"", ""01-02-2023 04:16:20""]","[[""option_2"", ""01-02-2023 04:04:38""]]",41
Student 12,8,option_1,1,04:04:46,"[""01-02-2023 04:04:38"", ""01-02-2023 04:16:30"", ""01-02-2023 04:18:56""]","[[""option_1"", ""01-02-2023 04:04:46""]]",10
Student 12,9,option_4,0,04:05:44,"[""01-02-2023 04:04:46"", ""01-02-2023 04:16:32"", ""01-02-2023 04:18:58""]","[[""option_4"", ""01-02-2023 04:05:44""]]",61
Student 12,11,option_3,1,04:07:09,"[""01-02-2023 04:06:46"", ""01-02-2023 04:16:36"", ""01-02-2023 04:17:38""]","[[""option_3"", ""01-02-2023 04:07:09""]]",29
Student 12,12,option_4,1,04:07:28,"[""01-02-2023 04:07:09"", ""01-02-2023 04:17:42""]","[[""option_4"", ""01-02-2023 04:07:28""]]",23
Student 12,13,option_3,0,04:08:38,"[""01-02-2023 04:07:28"", ""01-02-2023 04:17:50""]","[[""option_3"", ""01-02-2023 04:08:38""]]",81
Student 12,14,option_3,1,04:08:51,"[""01-02-2023 04:08:38"", ""01-02-2023 04:17:48"", ""01-02-2023 04:18:03""]","[[""option_3"", ""01-02-2023 04:08:51""]]",19
Student 12,15,option_4,0,04:11:24,"[""01-02-2023 04:08:51"", ""01-02-2023 04:18:09""]","[[""option_4"", ""01-02-2023 04:11:24""]]",153
Student 12,16,option_3,1,04:11:51,"[""01-02-2023 04:11:24"", ""01-02-2023 04:18:11"", ""01-02-2023 04:20:12""]","[[""option_3"", ""01-02-2023 04:11:51""]]",34
Student 12,17,option_4,0,04:13:12,"[""01-02-2023 04:11:51"", ""01-02-2023 04:18:10"", ""01-02-2023 04:18:12"", ""01-02-2023 04:20:11""]","[[""option_4"", ""01-02-2023 04:13:12""]]",82
Student 12,18,option_3,1,04:13:29,"[""01-02-2023 04:13:12"", ""01-02-2023 04:18:14"", ""01-02-2023 04:18:24"", ""01-02-2023 04:20:11""]","[[""option_3"", ""01-02-2023 04:13:29""]]",24
Student 12,19,option_3,1,04:14:32,"[""01-02-2023 04:13:29"", ""01-02-2023 04:18:17"", ""01-02-2023 04:18:30"", ""01-02-2023 04:20:11""]","[[""option_3"", ""01-02-2023 04:14:32""]]",71
Student 12,20,option_3,1,04:15:30,"[""01-02-2023 04:14:32"", ""01-02-2023 04:18:32"", ""01-02-2023 04:19:36"", ""01-02-2023 04:20:17"", ""01-02-2023 04:20:50""]","[[""option_3"", ""01-02-2023 04:15:30""]]",152
Student 12,10,option_4,0,04:17:38,"[""01-02-2023 04:05:44"", ""01-02-2023 04:16:38"", ""01-02-2023 04:18:59""]","[[""option_4"", ""01-02-2023 04:17:38""]]",158
Student 13,1,option_1,1,04:17:40,"[""01-02-2023 03:58:37"", ""01-02-2023 04:16:50""]","[[""option_1"", ""01-02-2023 03:59:56""], [""option_1"", ""01-02-2023 04:17:40""]]",127
Student 13,2,option_2,1,04:17:42,"[""01-02-2023 03:59:56"", ""01-02-2023 04:17:40""]","[[""option_2"", ""01-02-2023 04:17:42""]]",1016
Student 13,3,option_1,1,04:17:52,"[""01-02-2023 04:17:42"", ""01-02-2023 04:20:45""]","[[""option_1"", ""01-02-2023 04:17:52""]]",14
Student 13,6,option_2,1,04:21:50,"[""01-02-2023 04:18:09"", ""01-02-2023 04:21:00"", ""01-02-2023 04:21:42""]","[[""option_2"", ""01-02-2023 04:18:14""], [""option_2"", ""01-02-2023 04:21:50""]]",16
Student 13,7,option_4,0,04:21:52,"[""01-02-2023 04:18:15"", ""01-02-2023 04:20:44"", ""01-02-2023 04:20:45"", ""01-02-2023 04:21:50""]","[[""option_4"", ""01-02-2023 04:18:22""], [""option_4"", ""01-02-2023 04:21:52""]]",9
Student 13,8,option_1,1,04:21:55,"[""01-02-2023 04:18:22"", ""01-02-2023 04:20:44"", ""01-02-2023 04:21:52""]","[[""option_1"", ""01-02-2023 04:18:48""], [""option_1"", ""01-02-2023 04:21:55""]]",28
Student 13,10,option_3,1,04:22:36,"[""01-02-2023 04:18:57"", ""01-02-2023 04:20:44"", ""01-02-2023 04:22:33""]","[[""option_3"", ""01-02-2023 04:19:12""], [""option_3"", ""01-02-2023 04:22:36""]]",17
Student 13,11,option_3,1,04:22:38,"[""01-02-2023 04:19:12"", ""01-02-2023 04:20:44"", ""01-02-2023 04:20:45"", ""01-02-2023 04:22:36""]","[[""option_3"", ""01-02-2023 04:19:26""], [""option_3"", ""01-02-2023 04:22:38""]]",17
Student 13,12,option_4,1,04:22:40,"[""01-02-2023 04:19:25"", ""01-02-2023 04:20:44"", ""01-02-2023 04:22:38""]","[[""option_4"", ""01-02-2023 04:19:29""], [""option_4"", ""01-02-2023 04:22:40""]]",5
Student 13,13,option_4,0,04:22:47,"[""01-02-2023 04:19:29"", ""01-02-2023 04:22:40""]","[[""option_4"", ""01-02-2023 04:19:43""], [""option_4"", ""01-02-2023 04:22:47""]]",19
Student 13,14,option_3,1,04:22:48,"[""01-02-2023 04:19:43"", ""01-02-2023 04:22:47""]","[[""option_3"", ""01-02-2023 04:19:47""], [""option_3"", ""01-02-2023 04:22:48""]]",5
Student 13,16,option_3,1,04:23:10,"[""01-02-2023 04:19:54"", ""01-02-2023 04:23:09""]","[[""option_3"", ""01-02-2023 04:20:01""], [""option_3"", ""01-02-2023 04:23:10""]]",7
Student 13,17,option_4,0,04:23:12,"[""01-02-2023 04:20:01"", ""01-02-2023 04:23:10""]","[[""option_4"", ""01-02-2023 04:20:05""], [""option_4"", ""01-02-2023 04:23:12""]]",4
Student 13,18,option_3,1,04:23:14,"[""01-02-2023 04:20:05"", ""01-02-2023 04:23:12""]","[[""option_3"", ""01-02-2023 04:20:10""], [""option_3"", ""01-02-2023 04:23:14""]]",6
Student 13,19,option_3,1,04:23:18,"[""01-02-2023 04:20:10"", ""01-02-2023 04:23:14""]","[[""option_3"", ""01-02-2023 04:20:22""], [""option_3"", ""01-02-2023 04:23:18""]]",17
Student 13,20,option_3,1,04:20:39,"[""01-02-2023 04:20:22"", ""01-02-2023 04:23:18""]","[[""option_3"", ""01-02-2023 04:20:39""]]",32
Student 13,4,option_2,1,04:21:08,"[""01-02-2023 04:17:52"", ""01-02-2023 04:20:45"", ""01-02-2023 04:20:49"", ""01-02-2023 04:21:05""]","[[""option_2"", ""01-02-2023 04:21:08""]]",18
Student 13,5,option_1,1,04:21:41,"[""01-02-2023 04:18:00"", ""01-02-2023 04:21:02"", ""01-02-2023 04:21:08""]","[[""option_1"", ""01-02-2023 04:21:41""]]",44
Student 13,9,option_4,0,04:22:32,"[""01-02-2023 04:18:48"", ""01-02-2023 04:20:44"", ""01-02-2023 04:21:55""]","[[""option_4"", ""01-02-2023 04:22:32""]]",46
Student 13,15,option_3,0,04:23:09,"[""01-02-2023 04:19:47"", ""01-02-2023 04:22:48""]","[[""option_3"", ""01-02-2023 04:23:09""]]",27
Student 14,1,option_1,1,03:59:08,"[""01-02-2023 03:58:39"", ""01-02-2023 04:19:46""]","[[""option_1"", ""01-02-2023 03:59:08""]]",30
Student 14,2,option_3,0,03:59:42,"[""01-02-2023 03:59:08"", ""01-02-2023 04:19:03"", ""01-02-2023 04:19:46"", ""01-02-2023 04:19:47""]","[[""option_3"", ""01-02-2023 03:59:42""]]",35
Student 14,3,option_1,1,04:00:36,"[""01-02-2023 03:59:42"", ""01-02-2023 04:01:47"", ""01-02-2023 04:19:05"", ""01-02-2023 04:19:37"", ""01-02-2023 04:19:46"", ""01-02-2023 04:19:47""]","[[""option_1"", ""01-02-2023 04:00:36""]]",69
Student 14,4,option_2,1,04:01:06,"[""01-02-2023 04:00:36"", ""01-02-2023 04:01:34"", ""01-02-2023 04:01:53"", ""01-02-2023 04:02:32"", ""01-02-2023 04:19:45"", ""01-02-2023 04:19:46"", ""01-02-2023 04:19:47""]","[[""option_2"", ""01-02-2023 04:01:06""]]",32
Student 14,5,option_1,1,04:03:54,"[""01-02-2023 04:01:07"", ""01-02-2023 04:01:35"", ""01-02-2023 04:01:57"", ""01-02-2023 04:02:27"", ""01-02-2023 04:02:30"", ""01-02-2023 04:02:33"", ""01-02-2023 04:14:25"", ""01-02-2023 04:14:27"", ""01-02-2023 04:14:46"", ""01-02-2023 04:19:46"", ""01-02-2023 04:19:47""]","[[""option_1"", ""01-02-2023 04:03:54""]]",154
Student 14,6,option_2,1,04:14:54,"[""01-02-2023 04:02:26"", ""01-02-2023 04:02:28"", ""01-02-2023 04:03:54"", ""01-02-2023 04:04:30"", ""01-02-2023 04:14:26"", ""01-02-2023 04:14:47"", ""01-02-2023 04:19:47""]","[[""option_3"", ""01-02-2023 04:04:25""], [""option_2"", ""01-02-2023 04:14:54""]]",50
Student 14,8,option_1,1,04:05:52,"[""01-02-2023 04:04:45"", ""01-02-2023 04:05:05"", ""01-02-2023 04:05:15"", ""01-02-2023 04:05:28"", ""01-02-2023 04:15:03"", ""01-02-2023 04:19:47""]","[[""option_1"", ""01-02-2023 04:04:50""], [""option_1"", ""01-02-2023 04:05:52""]]",37
Student 14,7,option_4,0,04:15:03,"[""01-02-2023 04:02:29"", ""01-02-2023 04:04:26"", ""01-02-2023 04:04:39"", ""01-02-2023 04:04:52"", ""01-02-2023 04:05:16"", ""01-02-2023 04:14:54"", ""01-02-2023 04:19:47""]","[[""option_3"", ""01-02-2023 04:05:05""], [""option_4"", ""01-02-2023 04:15:03""]]",43
Student 14,10,option_3,1,04:07:52,"[""01-02-2023 04:06:16"", ""01-02-2023 04:15:13"", ""01-02-2023 04:19:51""]","[[""option_3"", ""01-02-2023 04:07:52""]]",100
Student 14,11,option_3,1,04:08:07,"[""01-02-2023 04:07:52"", ""01-02-2023 04:13:51"", ""01-02-2023 04:15:20"", ""01-02-2023 04:19:51""]","[[""option_3"", ""01-02-2023 04:08:07""]]",20
Student 14,12,option_4,1,04:08:52,"[""01-02-2023 04:08:06"", ""01-02-2023 04:13:52"", ""01-02-2023 04:15:19"", ""01-02-2023 04:15:27"", ""01-02-2023 04:19:51""]","[[""option_4"", ""01-02-2023 04:08:52""]]",48
Student 14,13,option_4,0,04:09:03,"[""01-02-2023 04:08:52"", ""01-02-2023 04:13:52"", ""01-02-2023 04:15:28"", ""01-02-2023 04:19:51""]","[[""option_4"", ""01-02-2023 04:09:03""]]",16
Student 14,14,option_3,1,04:10:10,"[""01-02-2023 04:09:03"", ""01-02-2023 04:13:53"", ""01-02-2023 04:15:36"", ""01-02-2023 04:19:51""]","[[""option_3"", ""01-02-2023 04:10:10""]]",86
Student 14,15,option_2,1,04:10:38,"[""01-02-2023 04:10:10"", ""01-02-2023 04:13:54"", ""01-02-2023 04:15:34"", ""01-02-2023 04:15:52"", ""01-02-2023 04:19:54"", ""01-02-2023 04:19:56""]","[[""option_2"", ""01-02-2023 04:10:38""]]",34
Student 14,16,option_4,0,04:13:59,"[""01-02-2023 04:10:38"", ""01-02-2023 04:13:55"", ""01-02-2023 04:19:54"", ""01-02-2023 04:19:56""]","[[""option_2"", ""01-02-2023 04:11:43""], [""option_4"", ""01-02-2023 04:13:59""]]",68
Student 14,17,option_4,0,04:15:59,"[""01-02-2023 04:11:43"", ""01-02-2023 04:13:59"", ""01-02-2023 04:14:30"", ""01-02-2023 04:15:57"", ""01-02-2023 04:19:54"", ""01-02-2023 04:19:56""]","[[""option_1"", ""01-02-2023 04:13:16""], [""option_4"", ""01-02-2023 04:15:59""]]",94
Student 14,9,option_1,1,04:15:13,"[""01-02-2023 04:04:50"", ""01-02-2023 04:05:07"", ""01-02-2023 04:05:52"", ""01-02-2023 04:15:11"", ""01-02-2023 04:19:47""]","[[""option_1"", ""01-02-2023 04:15:13""]]",38
Student 14,18,option_3,1,04:16:39,"[""01-02-2023 04:13:15"", ""01-02-2023 04:14:00"", ""01-02-2023 04:14:31"", ""01-02-2023 04:15:59"", ""01-02-2023 04:17:00"", ""01-02-2023 04:18:00"", ""01-02-2023 04:19:54"", ""01-02-2023 04:19:56""]","[[""option_3"", ""01-02-2023 04:16:39""]]",116
Student 14,19,option_3,1,04:19:10,"[""01-02-2023 04:16:39"", ""01-02-2023 04:17:01"", ""01-02-2023 04:18:03"", ""01-02-2023 04:19:08"", ""01-02-2023 04:19:54"", ""01-02-2023 04:19:56""]","[[""option_3"", ""01-02-2023 04:19:10""]]",142
Student 14,20,option_2,0,04:20:05,"[""01-02-2023 04:19:09"", ""01-02-2023 04:19:55"", ""01-02-2023 04:19:57""]","[[""option_2"", ""01-02-2023 04:19:34""], [""option_2"", ""01-02-2023 04:19:36""], [""option_2"", ""01-02-2023 04:20:05""]]",37
Student 15,1,option_1,1,03:58:46,"[""01-02-2023 03:58:31"", ""01-02-2023 04:12:30""]","[[""option_1"", ""01-02-2023 03:58:46""]]",22
Student 15,2,option_1,0,03:59:42,"[""01-02-2023 03:58:46"", ""01-02-2023 04:12:30"", ""01-02-2023 04:12:39"", ""01-02-2023 04:18:18""]","[[""option_1"", ""01-02-2023 03:59:42""]]",159
Student 15,3,option_3,0,04:00:10,"[""01-02-2023 03:59:42"", ""01-02-2023 04:12:30"", ""01-02-2023 04:14:17"", ""01-02-2023 04:18:11"", ""01-02-2023 04:18:23""]","[[""option_3"", ""01-02-2023 04:00:10""]]",111
Student 15,4,option_3,0,04:00:55,"[""01-02-2023 04:00:10"", ""01-02-2023 04:12:30"", ""01-02-2023 04:15:05"", ""01-02-2023 04:15:18"", ""01-02-2023 04:18:09""]","[[""option_3"", ""01-02-2023 04:00:55""]]",219
Student 15,5,option_2,0,04:01:21,"[""01-02-2023 04:00:55"", ""01-02-2023 04:12:30"", ""01-02-2023 04:15:16"", ""01-02-2023 04:18:08""]","[[""option_2"", ""01-02-2023 04:01:21""]]",30
Student 15,6,option_3,0,04:01:33,"[""01-02-2023 04:01:21"", ""01-02-2023 04:12:30"", ""01-02-2023 04:18:00""]","[[""option_3"", ""01-02-2023 04:01:33""]]",17
Student 15,7,option_4,0,04:01:43,"[""01-02-2023 04:01:33"", ""01-02-2023 04:12:30""]","[[""option_4"", ""01-02-2023 04:01:43""]]",9
Student 15,8,option_1,1,04:01:53,"[""01-02-2023 04:01:43"", ""01-02-2023 04:12:29""]","[[""option_1"", ""01-02-2023 04:01:53""]]",9
Student 15,9,option_4,0,04:02:24,"[""01-02-2023 04:01:53"", ""01-02-2023 04:12:30""]","[[""option_4"", ""01-02-2023 04:02:24""]]",31
Student 15,10,option_4,0,04:02:53,"[""01-02-2023 04:02:24"", ""01-02-2023 04:12:30""]","[[""option_4"", ""01-02-2023 04:02:53""]]",28
Student 15,11,option_3,1,04:03:04,"[""01-02-2023 04:02:53"", ""01-02-2023 04:12:30""]","[[""option_3"", ""01-02-2023 04:03:04""]]",10
Student 15,12,option_2,0,04:03:14,"[""01-02-2023 04:03:04"", ""01-02-2023 04:12:29""]","[[""option_2"", ""01-02-2023 04:03:14""]]",10
Student 15,13,option_4,0,04:03:36,"[""01-02-2023 04:03:14"", ""01-02-2023 04:12:29""]","[[""option_4"", ""01-02-2023 04:03:36""]]",21
Student 15,14,option_3,1,04:04:11,"[""01-02-2023 04:03:35"", ""01-02-2023 04:12:29""]","[[""option_3"", ""01-02-2023 04:04:11""]]",35
Student 15,15,option_2,1,04:04:37,"[""01-02-2023 04:04:11"", ""01-02-2023 04:12:29""]","[[""option_2"", ""01-02-2023 04:04:37""]]",26
Student 15,16,option_3,1,04:04:49,"[""01-02-2023 04:04:37"", ""01-02-2023 04:05:43"", ""01-02-2023 04:12:28""]","[[""option_3"", ""01-02-2023 04:04:49""]]",18
Student 15,17,option_4,0,04:06:50,"[""01-02-2023 04:04:49"", ""01-02-2023 04:05:48""]","[[""option_4"", ""01-02-2023 04:06:50""]]",115
Student 15,18,option_3,1,04:08:42,"[""01-02-2023 04:06:50""]","[[""option_3"", ""01-02-2023 04:08:42""]]",111
Student 15,19,option_3,1,04:10:29,"[""01-02-2023 04:08:42""]","[[""option_3"", ""01-02-2023 04:10:29""]]",107
Student 15,20,option_3,1,04:20:21,"[""01-02-2023 04:10:29"", ""01-02-2023 04:18:54""]","[[""option_3"", ""01-02-2023 04:19:34""], [""option_3"", ""01-02-2023 04:19:35""], [""option_3"", ""01-02-2023 04:20:21""]]",208
Student 16,1,option_1,1,03:58:42,"[""01-02-2023 03:58:31"", ""01-02-2023 04:09:16"", ""01-02-2023 04:13:42""]","[[""option_1"", ""01-02-2023 03:58:42""]]",14
Student 16,2,option_2,1,04:15:22,"[""01-02-2023 03:58:42"", ""01-02-2023 04:01:25"", ""01-02-2023 04:09:18"", ""01-02-2023 04:13:45"", ""01-02-2023 04:14:19"", ""01-02-2023 04:15:20""]","[[""option_1"", ""01-02-2023 03:59:27""], [""option_2"", ""01-02-2023 04:15:22""]]",77
Student 16,3,option_1,1,03:59:39,"[""01-02-2023 03:59:27"", ""01-02-2023 04:01:42"", ""01-02-2023 04:09:19"", ""01-02-2023 04:14:15"", ""01-02-2023 04:15:19"", ""01-02-2023 04:15:22""]","[[""option_1"", ""01-02-2023 03:59:39""]]",21
Student 16,4,option_2,1,03:59:46,"[""01-02-2023 03:59:39"", ""01-02-2023 04:01:32"", ""01-02-2023 04:09:21"", ""01-02-2023 04:09:37"", ""01-02-2023 04:14:23""]","[[""option_2"", ""01-02-2023 03:59:46""]]",16
Student 16,5,option_1,1,04:00:35,"[""01-02-2023 03:59:46"", ""01-02-2023 04:01:34"", ""01-02-2023 04:09:27"", ""01-02-2023 04:09:37"", ""01-02-2023 04:09:40"", ""01-02-2023 04:14:23""]","[[""option_1"", ""01-02-2023 04:00:35""]]",75
Student 16,6,option_2,1,04:00:50,"[""01-02-2023 04:00:35"", ""01-02-2023 04:01:35"", ""01-02-2023 04:01:46"", ""01-02-2023 04:09:30"", ""01-02-2023 04:09:37"", ""01-02-2023 04:09:44""]","[[""option_2"", ""01-02-2023 04:00:50""]]",30
Student 16,8,option_1,1,04:02:16,"[""01-02-2023 04:01:53"", ""01-02-2023 04:01:57"", ""01-02-2023 04:10:29"", ""01-02-2023 04:10:41"", ""01-02-2023 04:10:42"", ""01-02-2023 04:11:15"", ""01-02-2023 04:11:33"", ""01-02-2023 04:14:55"", ""01-02-2023 04:14:59""]","[[""option_1"", ""01-02-2023 04:02:16""]]",44
Student 16,10,option_3,1,04:03:21,"[""01-02-2023 04:02:58"", ""01-02-2023 04:10:43"", ""01-02-2023 04:10:55"", ""01-02-2023 04:11:36"", ""01-02-2023 04:11:40"", ""01-02-2023 04:15:25"", ""01-02-2023 04:15:28""]","[[""option_3"", ""01-02-2023 04:03:21""]]",62
Student 16,11,option_3,1,04:03:30,"[""01-02-2023 04:03:21"", ""01-02-2023 04:11:14"", ""01-02-2023 04:11:38"", ""01-02-2023 04:11:40"", ""01-02-2023 04:11:41""]","[[""option_3"", ""01-02-2023 04:03:30""]]",10
Student 16,12,option_4,1,04:03:35,"[""01-02-2023 04:03:30"", ""01-02-2023 04:09:09"", ""01-02-2023 04:11:39"", ""01-02-2023 04:11:42"", ""01-02-2023 04:15:23"", ""01-02-2023 04:15:49""]","[[""option_4"", ""01-02-2023 04:03:35""]]",24
Student 16,13,option_4,0,04:04:13,"[""01-02-2023 04:03:35"", ""01-02-2023 04:09:12"", ""01-02-2023 04:11:45"", ""01-02-2023 04:14:44"", ""01-02-2023 04:15:45"", ""01-02-2023 04:16:01""]","[[""option_4"", ""01-02-2023 04:04:13""]]",56
Student 16,14,option_3,1,04:04:35,"[""01-02-2023 04:04:13"", ""01-02-2023 04:11:47"", ""01-02-2023 04:14:06"", ""01-02-2023 04:16:01""]","[[""option_3"", ""01-02-2023 04:04:35""]]",27
Student 16,15,option_2,1,04:05:29,"[""01-02-2023 04:04:35"", ""01-02-2023 04:11:51"", ""01-02-2023 04:16:02""]","[[""option_2"", ""01-02-2023 04:05:29""]]",89
Student 16,16,option_3,1,04:05:40,"[""01-02-2023 04:05:29"", ""01-02-2023 04:12:26"", ""01-02-2023 04:12:41"", ""01-02-2023 04:12:50"", ""01-02-2023 04:14:43"", ""01-02-2023 04:16:02""]","[[""option_3"", ""01-02-2023 04:05:40""]]",28
Student 16,17,option_4,0,04:06:18,"[""01-02-2023 04:05:40"", ""01-02-2023 04:12:39"", ""01-02-2023 04:12:44"", ""01-02-2023 04:12:50"", ""01-02-2023 04:12:53"", ""01-02-2023 04:16:02""]","[[""option_4"", ""01-02-2023 04:06:18""]]",44
Student 16,18,option_3,1,04:13:26,"[""01-02-2023 04:06:18"", ""01-02-2023 04:12:48"", ""01-02-2023 04:12:54"", ""01-02-2023 04:14:08"", ""01-02-2023 04:16:03"", ""01-02-2023 04:16:18""]","[[""option_4"", ""01-02-2023 04:07:34""], [""option_3"", ""01-02-2023 04:13:26""]]",115
Student 16,19,option_3,1,04:13:32,"[""01-02-2023 04:07:35"", ""01-02-2023 04:13:26"", ""01-02-2023 04:14:13"", ""01-02-2023 04:16:03"", ""01-02-2023 04:16:18""]","[[""option_3"", ""01-02-2023 04:08:27""], [""option_3"", ""01-02-2023 04:13:32""]]",61
